FOODID;FOODUNIT;MASS
32493;KPL_VALM;30,00
32493;PORTL;90,00
32493;PORTS;20,00
32493;PORTM;30,00
32494;DL;100,00
32494;RKL;15,00
32494;PORTS;100,00
32494;PORTM;180,00
32494;PORTL;250,00
32495;DL;100,00
32495;RKL;15,00
32495;PORTS;100,00
32495;PORTM;180,00
32495;PORTL;250,00
32497;DL;100,00
32497;RKL;15,00
32497;PORTS;100,00
32497;PORTM;180,00
32497;PORTL;250,00
32498;DL;100,00
32498;RKL;15,00
32498;TL;5,00
32498;PORTS;100,00
32498;PORTM;180,00
32498;PORTL;250,00
32500;DL;100,00
32500;RKL;15,00
32500;TL;5,00
32500;PORTL;250,00
32500;PORTM;180,00
32500;PORTS;100,00
32501;DL;100,00
32501;RKL;15,00
32501;TL;5,00
32501;PORTS;100,00
32501;PORTM;180,00
32501;PORTL;250,00
32502;PORTS;30,00
32502;PORTM;80,00
32502;PORTL;140,00
32503;PORTS;30,00
32503;PORTM;80,00
32503;PORTL;140,00
32504;DL;100,00
32504;RKL;15,00
32504;PORTS;100,00
32504;PORTM;180,00
32504;PORTL;250,00
32505;DL;100,00
32505;RKL;15,00
32505;PORTS;100,00
32505;PORTL;250,00
32505;PORTM;180,00
32506;DL;100,00
32506;RKL;15,00
32506;TL;5,00
32506;PORTS;100,00
32506;PORTM;180,00
32506;PORTL;250,00
32507;DL;100,00
32507;RKL;15,00
32507;TL;5,00
32507;PORTS;100,00
32507;PORTM;180,00
32507;PORTL;250,00
32508;PORTL;250,00
32508;DL;100,00
32508;RKL;15,00
32508;PORTS;150,00
32508;PORTM;200,00
32509;KPL_VALM;50,00
32509;PORTS;25,00
32509;PORTM;50,00
32509;PORTL;100,00
32510;PORTL;250,00
32510;PORTM;200,00
32510;PORTS;150,00
32510;RKL;15,00
32510;DL;100,00
32511;KPL_VALM;85,00
32511;PORTS;35,00
32511;PORTM;55,00
32511;PORTL;105,00
32513;KPL_M;20,00
32513;PORTS;90,00
32513;PORTM;135,00
32513;PORTL;200,00
32515;KPL_VALM;120,00
32515;KPL_S;40,00
32515;KPL_M;60,00
32515;KPL_L;105,00
32515;PORTL;180,00
32515;PORTM;120,00
32515;PORTS;60,00
32517;KPL_VALM;125,00
32517;PORTS;60,00
32517;PORTM;120,00
32517;PORTL;180,00
32518;KPL_S;10,00
32518;KPL_M;20,00
32518;KPL_L;40,00
32518;PORTS;30,00
32518;PORTM;50,00
32518;PORTL;100,00
32523;KPL_VALM;300,00
32523;PORTS;250,00
32523;PORTM;300,00
32523;PORTL;350,00
32525;DL;100,00
32525;RKL;15,00
32525;PORTS;100,00
32525;PORTM;150,00
32525;PORTL;200,00
32526;DL;100,00
32526;RKL;15,00
32526;PORTS;100,00
32526;PORTM;150,00
32526;PORTL;200,00
32528;DL;100,00
32528;RKL;15,00
32528;TL;5,00
32528;PORTS;100,00
32528;PORTM;120,00
32528;PORTL;240,00
32529;DL;100,00
32529;RKL;15,00
32529;TL;5,00
32529;PORTS;100,00
32529;PORTM;150,00
32529;PORTL;200,00
32532;KPL_VALM;11,50
32532;PORTL;11,50
32532;PORTM;23,00
32532;PORTS;58,00
32534;KPL_M;10,00
32534;KPL_VALM;10,00
32534;PORTL;50,00
32534;PORTM;30,00
32534;PORTS;10,00
32535;KPL_S;35,00
32535;KPL_M;60,00
32535;KPL_L;90,00
32535;KPL_VALM;70,00
32535;PORTS;40,00
32535;PORTM;80,00
32535;PORTL;130,00
32536;KPL_L;90,00
32536;KPL_M;60,00
32536;KPL_S;35,00
32536;KPL_VALM;65,00
32536;PORTL;130,00
32536;PORTM;80,00
32536;PORTS;40,00
32537;PORTS;60,00
32537;PORTM;120,00
32537;PORTL;180,00
32538;KPL_S;50,00
32538;KPL_M;90,00
32538;KPL_L;130,00
32538;PORTS;80,00
32538;PORTM;120,00
32538;PORTL;160,00
32539;KPL_L;130,00
32539;KPL_M;90,00
32539;KPL_S;50,00
32539;PORTL;160,00
32539;PORTM;120,00
32539;PORTS;80,00
32540;DL;100,00
32540;RKL;15,00
32540;TL;5,00
32540;PORTS;150,00
32540;PORTM;200,00
32540;PORTL;300,00
32541;DL;100,00
32541;RKL;15,00
32541;TL;5,00
32541;KPL_VALM;200,00
32541;PORTL;250,00
32541;PORTS;125,00
32541;PORTM;200,00
32542;KPL_VALM;5,00
32542;PORTS;5,00
32542;PORTM;10,00
32542;PORTL;25,00
32544;PORTS;5,00
32544;KPL_VALM;5,00
32544;PORTM;10,00
32544;PORTL;25,00
32547;KPL_VALM;6,75
32547;PORTS;7,00
32547;PORTM;14,00
32547;PORTL;35,00
32548;KPL_VALM;7,21
32548;PORTL;35,00
32548;PORTM;14,00
32548;PORTS;7,00
32553;TL;4,50
32553;DL;95,00
32553;RKL;14,00
32553;PORTS;3,00
32553;PORTM;6,00
32553;PORTL;10,00
32555;KPL_VALM;12,00
32555;PORTS;12,00
32555;PORTM;24,00
32555;PORTL;60,00
32556;DL;100,00
32556;RKL;15,00
32556;PORTS;200,00
32556;PORTM;350,00
32556;PORTL;400,00
32557;RKL;15,00
32557;DL;100,00
32557;PORTL;400,00
32557;PORTM;350,00
32557;PORTS;200,00
32558;KPL_VALM;300,00
32558;PORTM;300,00
32558;DL;100,00
32558;RKL;15,00
32558;PORTS;200,00
32558;PORTL;400,00
32560;DL;100,00
32560;RKL;15,00
32560;PORTL;150,00
32560;PORTS;50,00
32560;PORTM;100,00
32561;KPL_S;15,00
32561;KPL_M;20,00
32561;KPL_L;40,00
32561;PORTS;30,00
32561;PORTM;50,00
32561;PORTL;100,00
32562;DL;100,00
32562;RKL;15,00
32562;TL;5,00
32562;PORTL;250,00
32562;PORTM;200,00
32562;PORTS;125,00
32567;KPL_S;4,00
32567;KPL_M;8,00
32567;KPL_L;12,00
32567;PORTS;4,00
32567;PORTM;8,00
32567;PORTL;15,00
32568;TL;4,50
32568;DL;95,00
32568;RKL;14,00
32568;PORTS;3,00
32568;PORTM;6,00
32568;PORTL;10,00
32570;DL;30,00
32570;RKL;4,50
32570;PORTS;15,00
32570;PORTM;25,00
32570;PORTL;35,00
32592;DL;100,00
32592;RKL;15,00
32592;TL;5,00
32592;PORTL;400,00
32592;PORTM;200,00
32592;PORTS;150,00
32593;PORTS;150,00
32593;RKL;15,00
32593;TL;5,00
32593;DL;100,00
32593;PORTL;400,00
32593;PORTM;200,00
32594;PORTL;400,00
32594;PORTM;200,00
32594;PORTS;150,00
32594;DL;100,00
32594;RKL;15,00
32594;TL;5,00
32595;PORTL;400,00
32595;PORTM;200,00
32595;PORTS;150,00
32595;DL;100,00
32595;RKL;15,00
32595;TL;5,00
32596;PORTL;250,00
32596;PORTM;200,00
32596;PORTS;150,00
32596;DL;100,00
32596;RKL;15,00
32596;TL;5,00
32597;PORTS;150,00
32597;PORTM;200,00
32597;PORTL;250,00
32597;DL;100,00
32597;RKL;15,00
32597;TL;5,00
32598;PORTL;250,00
32598;PORTM;200,00
32598;PORTS;150,00
32598;DL;100,00
32598;RKL;15,00
32598;TL;5,00
32599;PORTL;250,00
32599;PORTM;200,00
32599;PORTS;150,00
32599;DL;100,00
32599;RKL;15,00
32599;TL;5,00
32600;PORTS;50,00
32600;PORTM;100,00
32600;KPL_VALM;100,00
32600;DL;100,00
32600;RKL;15,00
32600;TL;5,00
32600;KPL_M;100,00
32600;PORTL;200,00
32602;KPL_VALM;70,00
32602;PORTS;60,00
32602;PORTM;150,00
32602;PORTL;210,00
32604;PORTL;300,00
32604;PORTS;100,00
32604;PORTM;200,00
32605;DL;100,00
32605;RKL;15,00
32605;PORTS;100,00
32605;PORTM;150,00
32605;PORTL;200,00
32607;DL;120,00
32607;RKL;18,00
32607;PORTM;300,00
32607;PORTS;200,00
32607;PORTL;400,00
32608;PORTS;150,00
32608;PORTL;250,00
32608;PORTM;200,00
32608;DL;100,00
32608;RKL;15,00
32609;PORTS;150,00
32609;PORTL;250,00
32609;PORTM;200,00
32609;DL;100,00
32609;RKL;15,00
32610;PORTS;100,00
32610;PORTM;150,00
32610;PORTL;225,00
32611;PORTS;40,00
32611;PORTM;100,00
32611;PORTL;180,00
32612;PORTM;350,00
32612;PORTS;300,00
32612;PORTL;400,00
32613;PORTS;150,00
32613;PORTM;200,00
32613;PORTL;250,00
32614;PORTM;300,00
32614;PORTL;400,00
32614;PORTS;200,00
32615;DL;100,00
32615;RKL;15,00
32615;PORTL;400,00
32615;PORTM;300,00
32615;PORTS;200,00
32616;DL;100,00
32616;RKL;15,00
32616;TL;5,00
32616;PORTS;100,00
32616;PORTM;150,00
32616;PORTL;200,00
32617;DL;100,00
32617;RKL;15,00
32617;TL;5,00
32617;PORTS;85,00
32617;PORTM;120,00
32617;PORTL;180,00
32618;RKL;15,00
32618;TL;5,00
32618;PORTS;5,00
32618;PORTM;15,00
32618;PORTL;30,00
32619;PORTM;330,00
32619;PORTS;165,00
32619;PORTL;500,00
32622;PORTM;330,00
32622;PORTL;500,00
32622;PORTS;165,00
32623;PORTS;16,50
32623;PORTM;33,00
32623;PORTL;49,50
32624;PORTM;283,00
32624;PORTL;420,00
32624;PORTS;150,00
32624;KPL_VALM;283,00
32625;KPL_S;18,00
32625;KPL_M;35,00
32625;PORTS;30,00
32625;PORTM;60,00
32625;PORTL;90,00
32626;KPL_M;35,00
32626;KPL_S;18,00
32626;PORTL;90,00
32626;PORTM;57,00
32626;PORTS;30,00
32627;KPL_M;35,00
32627;KPL_S;18,00
32627;PORTL;90,00
32627;PORTM;60,00
32627;PORTS;30,00
32628;PORTM;45,00
32628;PORTS;22,50
32628;PORTL;67,50
32629;PORTM;320,00
32629;PORTL;480,00
32629;PORTS;160,00
32630;PORTM;58,00
32630;PORTS;30,00
32630;PORTL;90,00
32631;PORTM;333,00
32631;PORTL;500,00
32631;PORTS;165,00
32632;PORTM;53,00
32632;PORTS;26,50
32632;PORTL;79,50
32633;PORTM;328,00
32633;PORTL;500,00
32633;PORTS;165,00
32636;PORTM;35,00
32636;PORTL;52,50
32636;PORTS;17,50
32637;PORTM;285,00
32637;PORTS;140,00
32637;PORTL;430,00
32638;PORTM;33,00
32638;PORTS;16,50
32638;PORTL;49,50
32639;KPL_VALM;283,00
32639;PORTS;150,00
32639;PORTM;283,00
32639;PORTL;420,00
32640;PORTM;31,00
32640;PORTS;15,50
32640;PORTL;46,50
32641;KPL_VALM;281,00
32641;PORTM;281,00
32641;PORTL;420,00
32641;PORTS;140,00
32642;PORTS;16,50
32642;PORTM;33,00
32642;PORTL;49,50
32643;PORTM;333,00
32643;PORTL;500,00
32643;PORTS;165,00
32644;PORTM;33,00
32644;PORTS;16,50
32644;PORTL;49,50
32645;PORTS;165,00
32645;PORTL;500,00
32645;PORTM;331,00
32646;PORTM;330,00
32646;PORTL;500,00
32646;PORTS;165,00
32647;PORTS;30,00
32647;PORTM;59,00
32647;PORTL;90,00
32648;PORTM;33,00
32648;PORTL;49,50
32648;PORTS;16,50
32649;PORTS;150,00
32649;PORTM;283,00
32649;PORTL;420,00
32650;PORTM;330,00
32650;PORTS;150,00
32650;PORTL;500,00
32651;PORTS;16,50
32651;PORTM;33,00
32651;PORTL;49,50
32652;PORTS;150,00
32652;PORTM;283,00
32652;PORTL;420,00
32653;PORTS;16,50
32653;PORTM;33,00
32653;PORTL;49,50
32653;KPL_VALM;33,00
32654;PORTM;283,00
32654;PORTS;150,00
32654;PORTL;420,00
32655;KPL_M;35,00
32655;KPL_S;18,00
32655;PORTL;90,00
32655;PORTM;60,00
32655;PORTS;30,00
32655;KPL_VALM;60,00
32656;KPL_M;35,00
32656;KPL_S;18,00
32656;PORTL;90,00
32656;PORTM;60,00
32656;PORTS;30,00
32657;PORTS;21,00
32657;PORTL;63,00
32657;PORTM;42,00
32658;PORTS;150,00
32658;PORTM;300,00
32658;PORTL;450,00
32659;PORTS;16,50
32659;PORTM;33,00
32659;PORTL;49,50
32660;PORTM;283,00
32660;PORTS;150,00
32660;PORTL;420,00
32661;PORTM;37,00
32661;PORTL;55,50
32661;PORTS;18,50
32662;PORTS;150,00
32662;PORTM;295,00
32662;PORTL;440,00
32664;RKL;14,00
32664;DL;95,00
32664;TL;4,50
32664;PORTL;10,00
32664;PORTM;6,00
32664;PORTS;3,00
32665;TL;4,50
32665;DL;95,00
32665;RKL;14,00
32665;PORTS;3,00
32665;PORTM;6,00
32665;PORTL;10,00
32666;TL;4,50
32666;DL;95,00
32666;RKL;14,00
32666;PORTS;3,00
32666;PORTM;6,00
32666;PORTL;10,00
32667;KPL_VALM;38,00
32667;PORTM;38,00
32667;PORTL;57,00
32667;PORTS;19,00
32668;TL;4,50
32668;DL;95,00
32668;RKL;14,00
32668;PORTS;3,00
32668;PORTM;6,00
32668;PORTL;10,00
32669;TL;4,50
32669;DL;95,00
32669;RKL;14,00
32669;PORTS;3,00
32669;PORTM;6,00
32669;PORTL;10,00
32670;TL;4,50
32670;DL;95,00
32670;RKL;14,00
32670;PORTS;3,00
32670;PORTM;6,00
32670;PORTL;10,00
32671;RKL;14,00
32671;DL;95,00
32671;TL;4,50
32671;PORTS;3,00
32671;PORTM;6,00
32671;PORTL;10,00
32672;TL;4,50
32672;DL;95,00
32672;RKL;14,00
32672;PORTS;3,00
32672;PORTM;6,00
32672;PORTL;10,00
32673;TL;4,50
32673;DL;95,00
32673;RKL;14,00
32673;PORTS;3,00
32673;PORTM;6,00
32673;PORTL;10,00
32674;KPL_VALM;278,00
32674;PORTS;140,00
32674;PORTM;278,00
32674;PORTL;420,00
32675;PORTM;20,00
32675;PORTL;30,00
32675;PORTS;10,00
32676;TL;4,50
32676;DL;95,00
32676;RKL;14,00
32676;PORTS;3,00
32676;PORTM;6,00
32676;PORTL;10,00
32677;KPL_VALM;220,00
32677;PORTM;220,00
32677;PORTS;110,00
32677;PORTL;330,00
32678;DL;60,00
32678;RKL;9,00
32678;TL;3,00
32678;PORTS;9,00
32678;PORTM;27,00
32678;PORTL;54,00
32679;DL;60,00
32679;RKL;9,00
32679;TL;3,00
32679;PORTS;9,00
32679;PORTM;27,00
32679;PORTL;54,00
32680;TL;3,00
32680;RKL;9,00
32680;DL;60,00
32680;PORTL;54,00
32680;PORTM;27,00
32680;PORTS;9,00
32682;DL;90,00
32682;RKL;15,00
32682;PORTS;20,00
32682;PORTM;80,00
32682;PORTL;170,00
32685;RKL;15,00
32685;DL;90,00
32685;PORTL;170,00
32685;PORTM;80,00
32685;PORTS;20,00
32687;RKL;15,00
32687;DL;90,00
32687;PORTL;170,00
32687;PORTM;80,00
32687;PORTS;20,00
32688;DL;70,00
32688;RKL;14,00
32688;PORTS;50,00
32688;PORTL;100,00
32688;PORTM;75,00
32691;KPL_VALM;25,00
32691;KPL_S;25,00
32691;PORTS;70,00
32691;PORTM;125,00
32691;PORTL;175,00
32693;KPL_M;50,00
32693;PORTS;40,00
32693;PORTM;50,00
32693;PORTL;100,00
32694;PORTS;80,00
32694;PORTM;140,00
32694;PORTL;230,00
32695;PORTL;140,00
32695;PORTM;80,00
32695;PORTS;30,00
32696;KPL_M;20,00
32696;PORTL;200,00
32696;PORTM;135,00
32696;PORTS;90,00
32697;TL;2,50
32697;RKL;7,50
32697;DL;50,00
32697;PORTM;25,00
32697;PORTS;12,00
32697;PORTL;40,00
32699;PORTM;25,00
32699;PORTS;15,00
32699;PORTL;100,00
32700;KPL_M;30,00
32700;PORTS;30,00
32700;PORTM;60,00
32700;PORTL;120,00
32701;DL;70,00
32701;PORTS;60,00
32701;PORTM;120,00
32701;PORTL;160,00
32702;DL;50,00
32702;PORTS;30,00
32702;PORTL;125,00
32702;PORTM;65,00
32703;PORTS;20,00
32703;PORTM;40,00
32703;PORTL;80,00
32704;PORTS;80,00
32704;PORTM;140,00
32704;PORTL;230,00
32705;DL;50,00
32705;PORTS;30,00
32705;PORTM;65,00
32705;PORTL;125,00
32707;DL;70,00
32707;PORTM;140,00
32707;PORTL;180,00
32707;PORTS;70,00
32708;DL;50,00
32708;RKL;7,00
32708;PORTL;50,00
32708;PORTM;25,00
32708;PORTS;10,00
32709;TL;4,50
32709;DL;95,00
32709;RKL;14,00
32709;PORTL;10,00
32709;PORTM;6,00
32709;PORTS;3,00
32710;DL;100,00
32710;RKL;15,00
32710;TL;5,00
32710;PORTS;100,00
32710;PORTM;170,00
32710;PORTL;270,00
32711;DL;45,00
32711;PORTL;150,00
32711;PORTM;110,00
32711;PORTS;75,00
32713;RKL;0,50
32713;DL;3,00
32713;KPL_M;0,10
32713;PORTL;100,00
32713;PORTM;50,00
32713;PORTS;20,00
32714;PORTM;16,00
32714;PORTS;8,00
32714;KPL_VALM;8,00
32714;PORTL;40,00
32715;PORTL;25,00
32715;PORTS;5,00
32715;PORTM;13,00
32716;DL;100,00
32716;RKL;15,00
32716;TL;5,00
32716;PORTL;100,00
32716;PORTM;50,00
32716;PORTS;25,00
32717;DL;13,00
32717;PORTS;25,00
32717;PORTM;30,00
32717;PORTL;35,00
32718;DL;13,00
32718;PORTS;25,00
32718;PORTM;30,00
32718;PORTL;35,00
32719;DL;100,00
32719;RKL;15,00
32719;PORTS;200,00
32719;PORTM;350,00
32719;PORTL;400,00
32720;DL;13,00
32720;PORTL;35,00
32720;PORTM;30,00
32720;PORTS;25,00
32721;DL;100,00
32721;RKL;15,00
32721;TL;5,00
32721;PORTS;25,00
32721;PORTM;50,00
32721;PORTL;100,00
32722;PORTL;210,00
32722;PORTM;150,00
32722;PORTS;60,00
32723;KPL_S;40,00
32723;KPL_M;70,00
32723;KPL_L;100,00
32723;PORTL;100,00
32723;PORTS;40,00
32723;PORTM;70,00
32724;PORTL;210,00
32724;PORTM;150,00
32724;PORTS;60,00
32726;KPL_S;30,00
32726;KPL_M;50,00
32726;KPL_L;70,00
32726;PORTS;20,00
32726;PORTM;30,00
32726;PORTL;40,00
32728;KPL_S;30,00
32728;KPL_M;50,00
32728;KPL_L;70,00
32728;PORTS;20,00
32728;PORTM;30,00
32728;PORTL;40,00
32729;PORTS;40,00
32729;PORTM;100,00
32729;PORTL;200,00
32730;KPL_VALM;23,00
32730;KPL_M;25,00
32730;PORTS;20,00
32730;PORTM;30,00
32730;PORTL;40,00
32731;PORTM;70,00
32731;PORTL;80,00
32731;PORTS;55,00
32732;DL;45,00
32732;PORTL;200,00
32732;PORTM;175,00
32732;PORTS;135,00
32733;KPL_VALM;20,00
32733;PORTS;10,00
32733;PORTM;20,00
32733;PORTL;40,00
32734;PORTL;400,00
32734;DL;100,00
32734;RKL;15,00
32734;PORTS;150,00
32734;PORTM;200,00
32735;PORTL;250,00
32735;PORTM;200,00
32735;PORTS;150,00
32735;DL;100,00
32735;RKL;15,00
32735;TL;5,00
32737;DL;100,00
32737;RKL;15,00
32737;TL;5,00
32737;PORTL;400,00
32737;PORTM;200,00
32737;PORTS;150,00
32739;DL;100,00
32739;RKL;15,00
32739;TL;5,00
32739;PORTL;500,00
32739;PORTM;330,00
32739;PORTS;170,00
32740;DL;100,00
32740;RKL;15,00
32740;TL;5,00
32740;PORTS;170,00
32740;PORTM;330,00
32740;PORTL;500,00
32741;PORTS;5,00
32741;PORTL;20,00
32741;PORTM;10,00
32743;PORTM;10,00
32743;KPL_M;6,00
32743;PORTS;5,00
32743;PORTL;20,00
32744;DL;115,00
32744;RKL;17,00
32744;TL;5,50
32744;PORTM;20,00
32744;PORTS;10,00
32744;PORTL;30,00
32745;DL;100,00
32745;RKL;15,00
32745;TL;5,00
32745;PORTS;250,00
32745;PORTM;330,00
32745;PORTL;500,00
32746;TL;5,00
32746;RKL;15,00
32746;DL;100,00
32746;PORTL;500,00
32746;PORTM;330,00
32746;PORTS;250,00
32747;KPL_M;130,00
32747;KPL_L;170,00
32747;PORTS;145,00
32747;PORTM;300,00
32747;PORTL;500,00
32752;KPL_S;200,00
32752;KPL_M;320,00
32752;KPL_L;585,00
32752;PORTS;75,00
32752;PORTM;175,00
32752;PORTL;350,00
32753;KPL_S;200,00
32753;KPL_M;320,00
32753;KPL_L;585,00
32753;PORTS;75,00
32753;PORTM;175,00
32753;PORTL;350,00
32755;KPL_S;200,00
32755;KPL_M;320,00
32755;KPL_L;585,00
32755;PORTS;75,00
32755;PORTM;175,00
32755;PORTL;350,00
32756;KPL_L;585,00
32756;KPL_M;320,00
32756;KPL_S;200,00
32756;PORTL;350,00
32756;PORTM;175,00
32756;PORTS;75,00
32757;KPL_L;585,00
32757;KPL_M;320,00
32757;KPL_S;200,00
32757;PORTL;350,00
32757;PORTM;175,00
32757;PORTS;75,00
32758;PORTL;400,00
32758;PORTM;200,00
32758;PORTS;150,00
32758;DL;100,00
32758;RKL;15,00
32759;KPL_S;200,00
32759;KPL_M;320,00
32759;KPL_L;585,00
32759;PORTS;75,00
32759;PORTM;175,00
32759;PORTL;350,00
32761;KPL_L;585,00
32761;KPL_M;320,00
32761;KPL_S;200,00
32761;PORTL;350,00
32761;PORTM;175,00
32761;PORTS;75,00
32762;KPL_L;585,00
32762;KPL_M;320,00
32762;KPL_S;200,00
32762;PORTL;350,00
32762;PORTM;175,00
32762;PORTS;75,00
32763;KPL_S;200,00
32763;KPL_M;320,00
32763;KPL_L;585,00
32763;PORTS;75,00
32763;PORTM;175,00
32763;PORTL;350,00
32764;KPL_S;200,00
32764;KPL_M;320,00
32764;KPL_L;585,00
32764;PORTS;75,00
32764;PORTM;175,00
32764;PORTL;350,00
32765;KPL_L;585,00
32765;KPL_M;320,00
32765;KPL_S;200,00
32765;PORTL;350,00
32765;PORTM;175,00
32765;PORTS;75,00
32766;KPL_S;200,00
32766;KPL_M;320,00
32766;KPL_L;585,00
32766;PORTS;75,00
32766;PORTM;175,00
32766;PORTL;350,00
32767;KPL_S;200,00
32767;KPL_M;320,00
32767;KPL_L;585,00
32767;PORTS;75,00
32767;PORTM;175,00
32767;PORTL;350,00
32768;KPL_S;200,00
32768;KPL_M;320,00
32768;KPL_L;585,00
32768;PORTS;75,00
32768;PORTM;175,00
32768;PORTL;350,00
32769;KPL_L;585,00
32769;PORTL;320,00
32769;PORTM;175,00
32769;PORTS;75,00
32769;KPL_M;320,00
32769;KPL_S;200,00
32770;DL;100,00
32770;RKL;15,00
32770;TL;5,00
32770;PORTS;170,00
32770;PORTM;300,00
32770;PORTL;500,00
32771;DL;100,00
32771;RKL;15,00
32771;TL;5,00
32771;PORTS;170,00
32771;PORTM;300,00
32771;PORTL;500,00
32772;TL;5,00
32772;RKL;15,00
32772;DL;100,00
32772;PORTL;500,00
32772;PORTM;300,00
32772;PORTS;170,00
32773;TL;5,00
32773;RKL;15,00
32773;DL;100,00
32773;PORTL;500,00
32773;PORTM;300,00
32773;PORTS;170,00
32774;TL;5,00
32774;DL;100,00
32774;PORTS;150,00
32774;RKL;15,00
32774;PORTM;200,00
32774;PORTL;400,00
32775;KPL_VALM;100,00
32775;PORTS;50,00
32775;PORTM;100,00
32775;PORTL;150,00
32777;KPL_VALM;700,00
32777;PORTS;250,00
32777;PORTM;300,00
32777;PORTL;350,00
32778;KPL_L;20,00
32778;KPL_S;8,00
32778;KPL_M;11,00
32778;PORTS;5,00
32778;PORTM;11,00
32778;PORTL;22,00
32779;KPL_L;20,00
32779;KPL_S;8,00
32779;KPL_M;11,00
32779;PORTS;5,00
32779;PORTL;22,00
32779;PORTM;11,00
32780;KPL_L;20,00
32780;KPL_S;8,00
32780;KPL_M;11,00
32780;PORTS;5,00
32780;PORTL;22,00
32780;PORTM;11,00
32781;KPL_VALM;700,00
32781;PORTL;350,00
32781;PORTM;300,00
32781;PORTS;250,00
32782;KPL_VALM;700,00
32782;PORTL;350,00
32782;PORTM;300,00
32782;PORTS;250,00
32783;PORTS;150,00
32783;PORTM;200,00
32783;PORTL;400,00
32783;TL;5,00
32783;DL;100,00
32783;RKL;15,00
32784;KPL_L;20,00
32784;KPL_S;8,00
32784;KPL_M;11,00
32784;PORTS;5,00
32784;PORTL;22,00
32784;PORTM;11,00
32786;KPL_L;20,00
32786;KPL_M;11,00
32786;KPL_S;8,00
32786;PORTL;22,00
32786;PORTM;11,00
32786;PORTS;5,00
32787;PORTS;150,00
32787;PORTM;200,00
32787;DL;100,00
32787;RKL;15,00
32787;PORTL;400,00
32790;PORTM;200,00
32790;PORTS;150,00
32790;PORTL;400,00
32790;RKL;15,00
32790;DL;100,00
32792;KPL_VALM;600,00
32792;PORTL;350,00
32792;PORTM;300,00
32792;PORTS;250,00
32794;PORTS;250,00
32794;PORTM;300,00
32794;PORTL;350,00
32795;DL;70,00
32795;KPL_M;100,00
32795;PORTL;200,00
32795;PORTM;100,00
32795;PORTS;50,00
32796;KPL_M;100,00
32796;DL;70,00
32796;PORTL;200,00
32796;PORTM;100,00
32796;PORTS;50,00
32798;KPL_VALM;700,00
32798;PORTS;250,00
32798;PORTM;350,00
32798;PORTL;450,00
32799;KPL_VALM;700,00
32799;PORTS;250,00
32799;PORTM;350,00
32799;PORTL;450,00
32800;PORTS;80,00
32800;PORTM;100,00
32800;PORTL;200,00
32801;KPL_VALM;700,00
32801;PORTL;350,00
32801;PORTM;300,00
32801;PORTS;250,00
32802;DL;55,00
32802;PORTL;125,00
32802;PORTM;65,00
32802;PORTS;30,00
32804;DL;50,00
32804;PORTS;30,00
32804;PORTM;65,00
32804;PORTL;125,00
32805;PORTL;350,00
32805;PORTM;300,00
32805;PORTS;250,00
32806;KPL_VALM;700,00
32806;PORTL;350,00
32806;PORTM;300,00
32806;PORTS;250,00
32807;PORTS;250,00
32807;PORTM;300,00
32807;PORTL;350,00
32808;KPL_VALM;700,00
32808;PORTL;350,00
32808;PORTM;300,00
32808;PORTS;250,00
32811;KPL_VALM;300,00
32811;PORTS;240,00
32811;PORTM;300,00
32811;PORTL;390,00
32812;PORTS;40,00
32812;PORTM;80,00
32812;PORTL;130,00
32813;KPL_S;80,00
32813;KPL_M;115,00
32813;KPL_L;150,00
32813;PORTS;80,00
32813;PORTM;120,00
32813;PORTL;160,00
32814;PORTS;40,00
32814;PORTM;80,00
32814;PORTL;130,00
32815;PORTS;40,00
32815;PORTM;80,00
32815;PORTL;130,00
32816;PORTS;50,00
32816;PORTM;100,00
32816;PORTL;200,00
32816;KPL_S;90,00
32816;KPL_M;120,00
32816;KPL_L;150,00
32819;KPL_S;60,00
32819;KPL_M;90,00
32819;PORTS;40,00
32819;PORTM;80,00
32819;PORTL;130,00
32820;KPL_S;30,00
32820;KPL_M;50,00
32820;KPL_L;100,00
32820;PORTS;30,00
32820;PORTM;50,00
32820;PORTL;100,00
32821;KPL_M;25,00
32821;KPL_L;50,00
32821;PORTS;30,00
32821;PORTM;50,00
32821;PORTL;100,00
32822;KPL_VALM;300,00
32822;PORTS;240,00
32822;PORTM;300,00
32822;PORTL;390,00
32823;KPL_S;18,00
32823;KPL_M;40,00
32823;KPL_L;70,00
32823;PORTS;75,00
32823;PORTM;150,00
32823;PORTL;300,00
32824;KPL_S;18,00
32824;KPL_M;40,00
32824;KPL_L;70,00
32824;PORTM;150,00
32824;PORTL;300,00
32824;PORTS;75,00
32825;KPL_S;18,00
32825;KPL_M;40,00
32825;KPL_L;70,00
32825;PORTS;75,00
32825;PORTM;150,00
32825;PORTL;300,00
32826;KPL_S;18,00
32826;KPL_M;40,00
32826;KPL_L;70,00
32826;PORTS;75,00
32826;PORTL;300,00
32826;PORTM;150,00
32827;KPL_M;85,00
32827;PORTS;85,00
32827;PORTM;170,00
32827;PORTL;250,00
32828;KPL_M;85,00
32828;PORTS;85,00
32828;PORTM;170,00
32828;PORTL;250,00
32829;KPL_M;85,00
32829;PORTS;85,00
32829;PORTM;170,00
32829;PORTL;250,00
32830;KPL_M;85,00
32830;PORTS;85,00
32830;PORTM;170,00
32830;PORTL;250,00
32831;KPL_S;18,00
32831;KPL_M;40,00
32831;KPL_L;70,00
32831;PORTS;75,00
