FOODID;CONFDID;AMOUNT;FOODUNIT;MASS;EVREMAIN;RECYEAR
1445;352;20,00;G;20,00;100;2016
1445;355;12,00;G;12,00;100;2016
1445;643;10,00;G;10,00;100;2016
1445;330;9,00;G;9,00;100;2016
1445;335;8,00;G;8,00;100;2016
1445;597;4,00;G;4,00;100;2016
1450;922;350,00;G;350,00;85;
1450;924;150,00;G;150,00;85;
1450;500;28,00;G;28,00;100;
1450;335;27,00;G;27,00;85;
1450;110;20,00;G;20,00;100;
1450;31;15,00;G;15,00;80;
1450;38;10,00;G;10,00;100;
1450;354;6,00;G;6,00;85;
1450;11194;2,00;G;2,00;100;
1461;684;250,00;G;250,00;85;2011
1461;110;400,00;G;400,00;100;2011
1461;691;120,00;G;120,00;100;2011
1461;858;60,00;G;60,00;85;2011
1461;26;25,00;G;25,00;100;2011
1461;1;5,00;G;5,00;100;2011
1461;30;5,00;G;5,00;100;2011
1461;32709;25,00;G;25,00;90;2011
1500;684;1000,00;G;1000,00;90;2009
1500;150;41,00;G;41,00;100;2009
1500;30;5,00;G;5,00;100;2009
1501;922;1000,00;G;1000,00;90;2009
1501;150;150,00;G;150,00;100;2009
1501;30;5,00;G;5,00;100;2009
1502;684;340,00;G;340,00;86;2011
1502;124;520,00;G;520,00;100;2011
1502;150;220,00;G;220,00;100;2011
1502;153;36,00;G;36,00;100;2011
1502;26;29,00;G;29,00;100;2011
1502;30;5,00;G;5,00;100;2011
1503;205;800,00;G;800,00;70;
1503;922;200,00;G;200,00;70;
1503;150;300,00;G;300,00;100;
1503;30;7,00;G;7,00;100;
1504;684;1000,00;G;1000,00;90;2009
1504;151;64,00;G;64,00;100;2009
1504;30;5,00;G;5,00;100;2009
1505;684;1000,00;G;1000,00;80;
1505;151;130,00;G;130,00;100;
1505;30;5,00;G;5,00;100;
1506;922;1000,00;G;1000,00;90;2009
1506;440;180,00;G;180,00;90;2009
1506;151;170,00;G;170,00;100;2009
1506;1;85,00;G;85,00;100;2009
1506;30;5,00;G;5,00;100;2009
1507;611;1000,00;G;1000,00;70;
1507;151;425,00;G;425,00;100;
1507;5901;4,00;G;4,00;100;
1507;124;120,00;G;120,00;100;
1507;30;5,00;G;5,00;100;
1509;922;1000,00;G;1000,00;90;2009
1509;152;105,00;G;105,00;100;2009
1509;30;5,00;G;5,00;100;2009
1510;684;1000,00;G;1000,00;90;2009
1510;152;105,00;G;105,00;100;2009
1510;30;5,00;G;5,00;100;2009
1511;922;1000,00;G;1000,00;90;2009
1511;153;35,00;G;35,00;100;2009
1511;30;5,00;G;5,00;100;2009
1512;684;1000,00;G;1000,00;90;2009
1512;153;35,00;G;35,00;100;2009
1512;30;5,00;G;5,00;100;2009
1513;922;1000,00;G;1000,00;90;
1513;153;130,00;G;130,00;100;
1513;30;5,00;G;5,00;100;
1514;684;1000,00;G;1000,00;90;
1514;153;130,00;G;130,00;100;
1514;30;5,00;G;5,00;100;
1516;922;800,00;G;800,00;83;
1516;684;257,00;G;257,00;86;
1516;11063;51,00;G;51,00;100;
1516;153;17,00;G;17,00;100;
1516;1;13,00;G;13,00;100;
1516;30;3,00;G;3,00;100;
1518;922;1000,00;G;1000,00;90;2009
1518;11063;135,00;G;135,00;100;2009
1518;153;135,00;G;135,00;100;2009
1518;1;40,00;G;40,00;100;2009
1518;30;1,50;G;1,50;100;2009
1520;110;1300,00;G;1300,00;100;
1520;684;1000,00;G;1000,00;85;
1520;153;150,00;G;150,00;100;
1520;30;15,00;G;15,00;100;
1520;26;50,00;G;50,00;100;
1521;124;455,00;G;455,00;100;2011
1521;922;220,00;G;220,00;82;2011
1521;684;180,00;G;180,00;86;2011
1521;153;190,00;G;190,00;100;2011
1521;5906;88,00;G;88,00;100;2011
1521;26;40,00;G;40,00;100;2011
1521;3;49,00;G;49,00;100;2011
1521;30;5,50;G;5,50;100;2011
1524;1;85,00;G;85,00;100;
1524;153;70,00;G;70,00;100;
1524;5905;50,00;G;50,00;100;
1524;110;9,00;G;9,00;100;
1526;922;1000,00;G;1000,00;90;2009
1526;154;220,00;G;220,00;100;2009
1526;30;7,00;G;7,00;100;2009
1527;611;1000,00;G;1000,00;100;2009
1527;154;60,00;G;60,00;100;2009
1530;922;1000,00;G;1000,00;90;2009
1530;338;470,00;G;470,00;90;2009
1530;1;200,00;G;200,00;100;2009
1530;156;150,00;G;150,00;100;2009
1531;922;1000,00;G;1000,00;90;2009
1531;1;200,00;G;200,00;100;2009
1531;156;120,00;G;120,00;100;2009
1531;401;70,00;G;70,00;100;2009
1532;922;1000,00;G;1000,00;90;2009
1532;156;130,00;G;130,00;100;2009
1532;409;90,00;G;90,00;100;2009
1532;1;90,00;G;90,00;100;2009
1537;1370;58,00;G;58,00;100;
1537;29066;33,60;G;33,60;100;
1537;1;8,10;G;8,10;100;
1538;1370;370,00;G;370,00;100;2009
1538;11063;250,00;G;250,00;100;2009
1538;29066;220,00;G;220,00;100;2009
1538;922;185,00;G;185,00;100;2009
1538;1;52,00;G;52,00;100;2009
1541;922;1000,00;G;1000,00;85;
1541;160;120,00;G;120,00;100;
1541;30;5,00;G;5,00;100;
1542;684;1000,00;G;1000,00;90;2009
1542;160;120,00;G;120,00;100;2009
1542;30;5,00;G;5,00;100;2009
1543;684;1000,00;G;1000,00;86;2011
1543;161;75,00;G;75,00;100;2011
1543;30;5,00;G;5,00;100;2011
1544;922;1000,00;G;1000,00;80;
1544;161;190,00;G;190,00;100;
1544;30;5,00;G;5,00;100;
1545;684;1000,00;G;1000,00;90;2009
1545;161;188,00;G;188,00;100;2009
1545;30;5,00;G;5,00;100;2009
1546;684;1000,00;G;1000,00;90;2009
1546;162;38,00;G;38,00;100;2009
1546;5900;15,00;G;15,00;100;2009
1546;30;5,00;G;5,00;100;2009
1547;684;1000,00;G;1000,00;90;
1547;162;100,00;G;100,00;100;
1547;30;5,00;G;5,00;100;
1548;684;1000,00;G;1000,00;90;2009
1548;27;27,00;G;27,00;100;2009
1548;1;25,00;G;25,00;100;2009
1548;30;5,00;G;5,00;100;2009
1549;684;728,00;G;728,00;86;
1549;858;291,00;G;291,00;85;
1549;1;108,00;G;108,00;100;
1549;27;100,00;G;100,00;100;
1549;5900;47,00;G;47,00;100;
1549;379;16,00;G;16,00;87;
1552;167;;;;;
1552;541;;;;;
1552;30;;;;;
1556;125;1400,00;G;1400,00;100;
1556;922;1000,00;G;1000,00;85;
1556;5906;100,00;G;100,00;100;
1556;26;50,00;G;50,00;100;
1556;3;70,00;G;70,00;100;
1556;30;15,00;G;15,00;100;
1559;684;1000,00;G;1000,00;85;
1559;158;135,00;G;135,00;100;
1559;30;2,50;G;2,50;100;
1560;11521;40,00;G;40,00;100;
1560;29;60,00;G;60,00;100;
1561;922;1000,00;G;1000,00;90;
1561;153;130,00;G;130,00;100;
1562;922;1000,00;G;1000,00;90;2009
1562;114;130,00;G;130,00;100;2009
1563;922;1000,00;G;1000,00;90;2009
1563;103;120,00;G;120,00;100;2009
1564;922;1000,00;G;1000,00;90;2009
1564;11005;90,00;G;90,00;100;2009
1565;684;1000,00;G;1000,00;90;2009
1565;182;130,00;G;130,00;100;2009
1566;922;1000,00;G;1000,00;90;2009
1566;182;130,00;G;130,00;100;2009
1567;684;1000,00;G;1000,00;90;2009
1567;112;120,00;G;120,00;100;2009
1568;684;1000,00;G;1000,00;85;
1568;156;135,00;G;135,00;100;
1568;30;2,50;G;2,50;100;
1569;684;1000,00;G;1000,00;90;2009
1569;156;43,00;G;43,00;100;2009
1569;30;5,00;G;5,00;100;2009
1571;684;1000,00;G;1000,00;90;2009
1571;182;30,00;G;30,00;100;2009
1571;30;5,00;G;5,00;100;2009
1572;922;1000,00;G;1000,00;90;2009
1572;182;30,00;G;30,00;100;2009
1572;30;5,00;G;5,00;100;2009
1575;922;60,00;G;60,00;100;
1575;160;40,00;G;40,00;100;
1575;30;0,50;G;0,50;100;
1576;922;60,00;G;60,00;100;
1576;161;40,00;G;40,00;100;
1576;30;0,50;G;0,50;100;
1577;922;60,00;G;60,00;100;
1577;175;40,00;G;40,00;100;
1577;30;0,50;G;0,50;100;
1578;922;60,00;G;60,00;100;
1578;160;40,00;G;40,00;100;
1579;922;60,00;G;60,00;100;
1579;161;40,00;G;40,00;100;
1580;922;60,00;G;60,00;100;
1580;175;40,00;G;40,00;100;
1582;922;500,00;G;500,00;70;
1582;150;200,00;G;200,00;100;
1582;209;100,00;G;100,00;100;
1582;110;100,00;G;100,00;100;
1582;672;50,00;G;50,00;100;
1582;27;50,00;G;50,00;100;
1582;79;5,00;G;5,00;100;
1860;110;38,00;G;38,00;100;
1860;922;20,00;G;20,00;100;
1860;858;12,00;G;12,00;100;
1860;11155;10,00;G;10,00;100;
1860;691;4,00;G;4,00;100;
1860;541;3,00;G;3,00;100;
1860;30;0,80;G;0,80;100;
1860;11134;0,80;G;0,80;100;
1860;11178;0,05;G;0,05;100;
1860;33456;12,00;G;12,00;85;
2002;11511;500,00;G;500,00;80;
2002;5900;25,00;G;25,00;100;
2002;30;2,50;G;2,50;100;
2005;28913;421,00;G;421,00;87;2011
2005;684;351,00;G;351,00;86;2011
2005;922;264,00;G;264,00;83;2011
2005;5900;88,00;G;88,00;100;2011
2005;335;44,00;G;44,00;84;2011
2005;110;8,00;G;8,00;100;2011
2005;30;8,00;G;8,00;100;2011
2009;922;1000,00;G;1000,00;70;
2009;337;125,00;G;125,00;80;
2009;205;360,00;G;360,00;80;
2009;5900;13,50;G;13,50;100;
2009;30;10,00;G;10,00;100;
2010;11511;500,00;G;500,00;100;
2010;335;55,00;G;55,00;100;
2011;205;700,00;G;700,00;80;
2011;684;175,00;G;175,00;80;
2011;858;60,00;G;60,00;80;
2011;30;5,00;G;5,00;100;
2011;5900;4,00;G;4,00;100;
2011;126;20,00;G;20,00;100;
2012;205;600,00;G;600,00;88;
2012;684;400,00;G;400,00;88;
2012;335;200,00;G;200,00;88;
2012;858;120,00;G;120,00;88;
2012;5900;4,00;G;4,00;100;
2012;30;5,00;G;5,00;100;
2012;126;20,00;G;20,00;100;
2021;205;600,00;G;600,00;88;2011
2021;29066;400,00;G;400,00;88;2011
2021;335;150,00;G;150,00;88;2011
2021;30;5,00;G;5,00;100;2011
2021;32709;4,00;G;4,00;90;2011
2021;33449;40,00;G;40,00;86;2011
2022;205;600,00;G;600,00;88;
2022;684;200,00;G;200,00;88;
2022;29066;100,00;G;100,00;88;
2022;5900;10,00;G;10,00;100;
2022;393;12,00;G;12,00;100;
2022;30;5,00;G;5,00;100;
2023;922;83,00;G;83,00;100;
2023;206;17,21;G;17,21;100;
2024;205;600,00;G;600,00;75;
2024;541;30,00;G;30,00;100;
2024;30;3,00;G;3,00;100;
2025;207;100,00;G;100,00;95;2009
2028;11511;800,00;G;800,00;100;
2028;684;150,00;G;150,00;100;
2028;30;5,00;G;5,00;100;
2028;5900;20,00;G;20,00;100;
2028;33456;100,00;G;100,00;85;
2029;11511;700,00;G;700,00;100;
2029;684;175,00;G;175,00;100;
2029;30;3,75;G;3,75;100;
2029;5900;20,00;G;20,00;100;
2030;205;750,00;G;750,00;75;
2030;500;50,00;G;50,00;100;
2030;392;10,00;G;10,00;75;
2030;333;10,00;G;10,00;75;
2030;30;2,50;G;2,50;100;
2030;11178;2,50;G;2,50;100;
2031;205;750,00;G;750,00;75;
2031;335;75,00;G;75,00;75;
2031;642;120,00;G;120,00;100;
2031;500;50,00;G;50,00;100;
2031;30;2,50;G;2,50;100;
2031;11177;0,50;G;0,50;100;
2033;205;1000,00;G;1000,00;100;
2033;30;5,00;G;5,00;100;
3000;300;1000,00;G;1000,00;82;
3000;5900;60,00;G;60,00;100;
3000;30;5,00;G;5,00;100;
3001;300;800,00;G;800,00;86;
3001;922;200,00;G;200,00;83;
3001;684;100,00;G;100,00;86;
3001;110;18,00;G;18,00;100;
3001;30;5,00;G;5,00;100;
3001;1;2,00;G;2,00;100;
3002;300;600,00;G;600,00;86;
3002;922;450,00;G;450,00;83;
3002;684;75,00;G;75,00;86;
3002;110;25,00;G;25,00;100;
3002;5900;21,00;G;21,00;100;
3002;30;5,00;G;5,00;100;
3002;1;3,00;G;3,00;100;
3003;922;1000,00;G;1000,00;70;
3003;300;500,00;G;500,00;80;
3003;335;50,00;G;50,00;80;
3003;5900;13,50;G;13,50;100;
3003;30;10,00;G;10,00;100;
3004;922;800,00;G;800,00;80;
3004;300;500,00;G;500,00;80;
3004;335;50,00;G;50,00;80;
3004;684;100,00;G;100,00;80;
3004;30;10,00;G;10,00;100;
3005;300;750,00;G;750,00;75;
3005;684;500,00;G;500,00;30;
3005;922;400,00;G;400,00;30;
3005;156;135,00;G;135,00;100;
3005;858;120,00;G;120,00;80;
3005;5900;15,00;G;15,00;100;
3005;126;25,00;G;25,00;100;
3005;30;7,50;G;7,50;100;
3005;1;12,00;G;12,00;100;
3006;684;500,00;G;500,00;80;
3006;300;225,00;G;225,00;82;
3006;110;165,00;G;165,00;100;
3006;5900;50,00;G;50,00;100;
3006;858;120,00;G;120,00;80;
3006;30;2,50;G;2,50;100;
3009;303;1200,00;G;1200,00;82;
3009;5900;68,00;G;68,00;100;
3009;30;6,00;G;6,00;100;
3010;303;1340,00;G;1340,00;86;
3010;684;60,00;G;60,00;86;
3010;5900;15,00;G;15,00;100;
3010;30;12,00;G;12,00;100;
3010;110;5,00;G;5,00;100;
3010;1;2,00;G;2,00;100;
3014;922;300,00;G;300,00;82;
3014;30;6,00;G;6,00;100;
3014;100;400,00;G;400,00;100;
3014;110;75,00;G;75,00;100;
3014;303;1500,00;G;1500,00;84;
3015;304;556,00;G;556,00;86;
3015;922;360,58;G;360,58;83;
3015;28913;167,00;G;167,00;87;
3015;632;69,00;G;69,00;83;
3015;100;15,00;G;15,00;100;
3015;30;5,00;G;5,00;100;
3016;305;800,00;G;800,00;75;
3016;126;100,00;G;100,00;100;
3016;858;120,00;G;120,00;75;
3016;5900;40,00;G;40,00;100;
3016;30;5,00;G;5,00;100;
3017;28916;24,60;G;24,60;100;
3017;28913;24,60;G;24,60;100;
3017;305;24,60;G;24,60;100;
3017;300;16,40;G;16,40;100;
3017;348;7,80;G;7,80;100;
3017;335;2,00;G;2,00;100;
3017;30;0,60;G;0,60;100;
3021;29026;1000,00;G;1000,00;85;
3021;305;200,00;G;200,00;85;
3021;5900;15,00;G;15,00;100;
3021;110;18,00;G;18,00;100;
3021;30;2,00;G;2,00;100;
3021;1;5,00;G;5,00;100;
3022;309;600,00;G;600,00;90;
3022;684;200,00;G;200,00;90;
3022;922;200,00;G;200,00;90;
3022;333;6,00;G;6,00;100;
3022;110;27,00;G;27,00;100;
3022;30;5,00;G;5,00;100;
3022;5900;22,50;G;22,50;100;
3023;29026;800,00;G;800,00;80;
3023;310;500,00;G;500,00;80;
3023;632;200,00;G;200,00;80;
3023;110;9,00;G;9,00;100;
3023;30;2,00;G;2,00;100;
3024;311;490,00;G;490,00;86;
3024;684;435,00;G;435,00;86;
3024;11511;165,00;G;165,00;100;
3024;5900;12,00;G;12,00;100;
3024;333;8,00;G;8,00;85;
3024;110;7,00;G;7,00;100;
3024;30;5,00;G;5,00;100;
3025;312;1250,00;G;1250,00;86;
3025;5900;59,00;G;59,00;100;
3025;333;20,00;G;20,00;85;
3025;110;15,00;G;15,00;100;
3025;30;6,00;G;6,00;100;
3026;205;600,00;G;600,00;70;
3026;300;250,00;G;250,00;70;
3026;303;250,00;G;250,00;70;
3026;370;200,00;G;200,00;100;
3026;3346;150,00;G;150,00;70;
3026;354;60,00;G;60,00;90;
3026;335;55,00;G;55,00;70;
3026;5900;20,00;G;20,00;100;
3027;684;500,00;G;500,00;75;
3027;396;200,00;G;200,00;100;
3027;110;120,00;G;120,00;100;
3027;858;120,00;G;120,00;75;
3027;5900;35,00;G;35,00;100;
3027;30;2,50;G;2,50;100;
3030;11689;98,00;G;98,00;100;
3030;500;2,00;G;2,00;100;
3034;362;80,00;G;80,00;100;
3034;541;19,00;G;19,00;100;
3034;30;0,20;G;0,20;100;
3040;363;95,00;G;95,00;100;
3040;922;5,00;G;5,00;100;
3200;320;1000,00;G;1000,00;83;
3200;5900;60,00;G;60,00;100;
3201;29026;1250,00;G;1250,00;70;
3201;3200;700,00;G;700,00;85;
3201;3;10,00;G;10,00;100;
3202;922;1000,00;G;1000,00;90;
3202;320;400,00;G;400,00;90;
3202;205;200,00;G;200,00;90;
3202;30;10,00;G;10,00;100;
3204;320;4000,00;G;4000,00;100;
3204;28916;400,00;G;400,00;100;
3204;300;160,00;G;160,00;100;
3204;30;40,00;G;40,00;100;
3206;321;900,00;G;900,00;87;
3206;28916;100,00;G;100,00;90;
3206;3;85,00;G;85,00;100;
3206;5900;62,00;G;62,00;100;
3206;30;10,00;G;10,00;100;
3207;29026;800,00;G;800,00;70;
3207;322;500,00;G;500,00;80;
3207;632;200,00;G;200,00;80;
3207;30;2,00;G;2,00;100;
3207;110;9,00;G;9,00;100;
3208;322;600,00;G;600,00;87;
3208;684;500,00;G;500,00;86;
3208;110;58,00;G;58,00;100;
3208;5900;29,00;G;29,00;100;
3208;30;4,00;G;4,00;100;
3209;322;1000,00;G;1000,00;82;
3209;684;600,00;G;600,00;75;
3209;922;300,00;G;300,00;75;
3209;642;150,00;G;150,00;100;
3209;5900;50,00;G;50,00;100;
3209;110;40,00;G;40,00;100;
3209;126;9,00;G;9,00;100;
3209;30;5,00;G;5,00;100;
3212;324;580,00;G;580,00;87;
3212;684;500,00;G;500,00;86;
3212;110;58,00;G;58,00;100;
3212;5900;29,00;G;29,00;100;
3212;30;4,00;G;4,00;100;
3213;29026;787,00;G;787,00;100;
3213;327;335,00;G;335,00;87;
3213;632;43,00;G;43,00;83;
3213;851;17,00;G;17,00;84;
3213;5900;12,00;G;12,00;100;
3213;110;7,00;G;7,00;100;
3213;30;4,00;G;4,00;100;
3214;329;600,00;G;600,00;87;
3214;684;500,00;G;500,00;86;
3214;110;60,00;G;60,00;100;
3214;5900;30,00;G;30,00;100;
3214;30;5,00;G;5,00;100;
3215;684;700,00;G;700,00;85;
3215;922;300,00;G;300,00;85;
3215;110;22,50;G;22,50;100;
3215;5900;22,50;G;22,50;100;
3215;30;5,00;G;5,00;100;
3215;33456;200,00;G;200,00;85;
3216;684;300,00;G;300,00;90;
3216;110;9,00;G;9,00;100;
3216;5900;13,50;G;13,50;100;
3216;30;5,00;G;5,00;100;
3216;1;5,00;G;5,00;100;
3216;33456;150,00;G;150,00;85;
3219;110;150,00;G;150,00;100;
3219;5900;35,00;G;35,00;100;
3219;858;120,00;G;120,00;75;
3219;30;2,50;G;2,50;100;
3219;684;500,00;G;500,00;80;
3219;33456;225,00;G;225,00;78;
3222;922;401,00;G;401,00;82;
3222;684;306,00;G;306,00;86;
3222;156;130,00;G;130,00;89;
3222;858;122,00;G;122,00;85;
3222;30;8,00;G;8,00;100;
3222;5900;5,00;G;5,00;100;
3222;33456;204,00;G;204,00;86;
3224;684;300,00;G;300,00;86;
3224;334;150,00;G;150,00;85;
3224;110;9,00;G;9,00;100;
3224;5900;13,50;G;13,50;100;
3224;30;5,00;G;5,00;100;
3224;1;5,00;G;5,00;100;
3230;335;300,00;G;300,00;90;
3230;5900;27,00;G;27,00;100;
3231;335;500,00;G;500,00;80;
3231;29026;100,00;G;100,00;70;
3231;5900;27,00;G;27,00;100;
3231;3;14,00;G;14,00;100;
3232;337;500,00;G;500,00;80;
3232;29026;100,00;G;100,00;70;
3232;5900;27,00;G;27,00;100;
3232;3;14,00;G;14,00;100;
3233;29026;1000,00;G;1000,00;70;
3233;335;500,00;G;500,00;85;
3233;642;50,00;G;50,00;100;
3233;5900;4,00;G;4,00;100;
3233;110;9,00;G;9,00;100;
3234;684;400,00;G;400,00;90;
3234;335;600,00;G;600,00;90;
3234;5900;25,00;G;25,00;100;
3234;110;30,00;G;30,00;100;
3234;30;3,00;G;3,00;100;
3237;335;93,50;G;93,50;100;
3237;1;5,00;G;5,00;100;
3237;30;1,50;G;1,50;100;
3238;922;500,00;G;500,00;90;2009
3238;338;200,00;G;200,00;90;2009
3238;1;120,00;G;120,00;100;2009
3238;162;20,00;G;20,00;100;2009
3239;29026;550,00;G;550,00;80;
3239;922;200,00;G;200,00;80;
3239;340;150,00;G;150,00;85;
3239;632;100,00;G;100,00;80;
3239;851;35,00;G;35,00;80;
3239;5900;22,50;G;22,50;100;
3239;110;22,50;G;22,50;100;
3239;30;1,00;G;1,00;100;
3240;342;600,00;G;600,00;75;
3240;5900;40,00;G;40,00;100;
3240;30;5,00;G;5,00;100;
3241;29026;800,00;G;800,00;85;
3241;342;400,00;G;400,00;85;
3241;632;200,00;G;200,00;85;
3241;5900;28,00;G;28,00;100;
3241;648;50,00;G;50,00;100;
3241;110;25,00;G;25,00;100;
3241;30;3,00;G;3,00;100;
3242;343;200,00;G;200,00;85;
3242;684;150,00;G;150,00;85;
3242;632;150,00;G;150,00;85;
3242;335;40,00;G;40,00;85;
3242;5900;25,00;G;25,00;100;
3242;110;18,00;G;18,00;100;
3245;922;300,00;G;300,00;85;
3245;343;300,00;G;300,00;85;
3245;335;50,00;G;50,00;85;
3245;5900;22,50;G;22,50;100;
3245;110;18,00;G;18,00;100;
3246;343;80,00;G;80,00;100;2009
3246;335;20,00;G;20,00;100;2009
3247;343;61,50;G;61,50;100;
3247;29066;25,60;G;25,60;100;
3247;335;12,80;G;12,80;100;
3249;684;200,00;G;200,00;86;
3249;335;55,00;G;55,00;84;
3249;5900;25,00;G;25,00;100;
3249;343;310,00;G;310,00;78;
3249;11511;375,00;G;375,00;100;
3249;858;55,00;G;55,00;85;
3249;126;10,00;G;10,00;100;
3250;922;741,23;G;741,23;82;
3250;343;303,00;G;303,00;78;
3250;151;79,00;G;79,00;100;
3250;858;61,00;G;61,00;85;
3250;5900;25,00;G;25,00;100;
3253;684;600,00;G;600,00;86;
3253;110;190,00;G;190,00;100;
3253;858;155,00;G;155,00;85;
3253;342;135,00;G;135,00;78;
3253;335;85,00;G;85,00;84;
3253;5900;11,00;G;11,00;100;
3253;30;8,00;G;8,00;100;
3254;205;800,00;G;800,00;85;
3254;300;300,00;G;300,00;85;
3254;303;300,00;G;300,00;85;
3254;343;350,00;G;350,00;85;
3254;311;100,00;G;100,00;85;
3254;335;60,00;G;60,00;85;
3254;5900;25,00;G;25,00;100;
3254;922;250,00;G;250,00;85;
3255;684;620,00;G;620,00;75;
3255;343;258,00;G;258,00;76;
3255;110;170,00;G;170,00;100;
3255;858;124,00;G;124,00;80;
3255;5900;108,00;G;108,00;90;
3255;335;52,00;G;52,00;81;
3259;29026;800,00;G;800,00;85;
3259;345;500,00;G;500,00;85;
3259;632;200,00;G;200,00;85;
3259;110;9,00;G;9,00;100;
3259;5900;4,00;G;4,00;100;
3260;684;200,00;G;200,00;85;
3260;632;200,00;G;200,00;85;
3260;345;200,00;G;200,00;85;
3260;5900;30,00;G;30,00;100;
3260;110;20,00;G;20,00;100;
3260;30;2,50;G;2,50;100;
3264;350;600,00;G;600,00;84;
3264;684;500,00;G;500,00;86;
3264;110;59,00;G;59,00;100;
3264;5900;29,00;G;29,00;100;
3264;30;4,00;G;4,00;100;
3265;922;800,00;G;800,00;85;
3265;352;600,00;G;600,00;85;
3265;684;100,00;G;100,00;85;
3265;335;100,00;G;100,00;85;
3265;110;9,00;G;9,00;100;
3265;5900;30,00;G;30,00;100;
3265;30;5,00;G;5,00;100;
3265;1;12,00;G;12,00;100;
3266;352;800,00;G;800,00;85;
3266;335;120,00;G;120,00;84;
3266;30;5,00;G;5,00;100;
3266;345;230,00;G;230,00;78;
3266;5900;74,00;G;74,00;100;
3266;126;18,00;G;18,00;100;
3267;922;700,00;G;700,00;85;
3267;205;200,00;G;200,00;85;
3267;684;300,00;G;300,00;85;
3267;356;200,00;G;200,00;85;
3267;303;100,00;G;100,00;85;
3267;110;9,00;G;9,00;100;
3267;30;5,00;G;5,00;100;
3267;5900;5,00;G;5,00;100;
3267;1;5,00;G;5,00;100;
3268;922;900,00;G;900,00;70;
3268;205;200,00;G;200,00;80;
3268;311;100,00;G;100,00;80;
3268;322;100,00;G;100,00;80;
3268;684;100,00;G;100,00;80;
3268;335;50,00;G;50,00;80;
3268;300;100,00;G;100,00;80;
3268;309;50,00;G;50,00;80;
3268;5900;4,00;G;4,00;100;
3268;30;5,00;G;5,00;100;
3269;356;600,00;G;600,00;86;
3269;684;400,00;G;400,00;86;
3269;110;27,00;G;27,00;100;
3269;5900;22,50;G;22,50;100;
3269;30;5,00;G;5,00;100;
3272;30384;428,00;G;428,00;100;
3272;29229;348,00;G;348,00;100;
3272;684;225,00;G;225,00;86;
3272;29511;80,00;G;80,00;100;
3272;5900;35,00;G;35,00;100;
3272;110;12,00;G;12,00;100;
3272;30;5,00;G;5,00;100;
3275;356;550,00;G;550,00;84;
3275;684;300,00;G;300,00;86;
3275;858;200,00;G;200,00;85;
3275;335;30,00;G;30,00;84;
3275;30;4,00;G;4,00;100;
3275;5900;15,00;G;15,00;100;
3276;205;700,00;G;700,00;88;
3276;684;400,00;G;400,00;88;
3276;313;400,00;G;400,00;88;
3276;858;120,00;G;120,00;88;
3276;335;110,00;G;110,00;88;
3276;5900;4,00;G;4,00;100;
3276;642;40,00;G;40,00;100;
3276;30;5,00;G;5,00;100;
3279;922;600,00;G;600,00;85;
3279;356;300,00;G;300,00;85;
3279;156;160,00;G;160,00;100;
3279;335;55,00;G;55,00;85;
3279;5900;13,50;G;13,50;100;
3279;30;5,00;G;5,00;100;
3280;300;300,00;G;300,00;75;
3280;320;200,00;G;200,00;75;
3280;858;120,00;G;120,00;75;
3280;335;100,00;G;100,00;75;
3280;126;100,00;G;100,00;100;
3280;5900;35,00;G;35,00;100;
3280;311;50,00;G;50,00;75;
3280;205;100,00;G;100,00;75;
3280;922;50,00;G;50,00;75;
3280;30;5,00;G;5,00;100;
3282;300;70,00;G;70,00;100;
3282;11045;30,00;G;30,00;100;
3283;300;70,00;G;70,00;100;
3283;417;30,00;G;30,00;100;
3284;300;70,00;G;70,00;100;
3284;11060;30,00;G;30,00;100;
3285;300;70,00;G;70,00;100;
3285;440;30,00;G;30,00;100;
3286;649;50,00;G;50,00;100;
3286;300;50,00;G;50,00;100;
3287;300;60,00;G;60,00;100;
3287;351;40,00;G;40,00;100;
3288;303;50,00;G;50,00;100;
3288;300;50,00;G;50,00;100;
3289;303;90,00;G;90,00;100;
3289;428;10,00;G;10,00;100;
3290;303;70,00;G;70,00;100;
3290;417;30,00;G;30,00;100;
3291;303;65,00;G;65,00;100;
3291;11045;25,00;G;25,00;100;
3291;428;10,00;G;10,00;100;
3292;307;50,00;G;50,00;100;
3292;11060;50,00;G;50,00;100;
3293;307;40,00;G;40,00;100;
3293;342;40,00;G;40,00;100;
3293;335;20,00;G;20,00;100;
3295;320;70,00;G;70,00;100;2009
3295;440;30,00;G;30,00;100;2009
3296;320;50,00;G;50,00;100;
3296;305;50,00;G;50,00;100;
3297;320;70,00;G;70,00;100;
3297;351;30,00;G;30,00;100;
3298;320;70,00;G;70,00;100;
3298;417;30,00;G;30,00;100;
3299;320;60,00;G;60,00;100;
3299;346;25,00;G;25,00;100;
3299;337;15,00;G;15,00;100;
3300;300;40,00;G;40,00;100;
3300;320;40,00;G;40,00;100;
3300;11045;20,00;G;20,00;100;
3301;320;70,00;G;70,00;100;
3301;348;10,00;G;10,00;100;
3301;11060;20,00;G;20,00;100;
3302;320;60,00;G;60,00;100;
3302;370;18,00;G;18,00;100;
3302;363;14,00;G;14,00;100;
3302;355;8,00;G;8,00;100;
3303;321;60,00;G;60,00;100;
3303;417;40,00;G;40,00;100;
3305;321;70,00;G;70,00;100;
3305;440;30,00;G;30,00;100;
3306;321;70,00;G;70,00;100;
3306;11060;30,00;G;30,00;100;
